127181;0;950254;60181;163617;129335;830366;144564;624893;150057;616018;147715;173936;498706;179195;425019;175418;176648;108934;85502;165564;218835;122099;902992;147602;571008;Ataque01
127159;0;950815;602075;174368;13042;918612;146534;624319;145221;508013;147873;174.2;497306;179437;423689;175247;176922;121084;852431;153672;218444;118.45;905087;151042;571693;Ataque01
127164;0;950994;60199;174753;136585;922001;146.5;618848;145238;505905;148315;174378;497839;179784;422143;175445;176757;108906;85523;165571;218444;134878;957542;129368;514912;Ataque01
127215;0;949869;601731;173889;397512;103579;147289;382961;149095;392402;174.4;175464;620196;179153;133798;175436;176926;108911;85487;165602;147631;128.88;950311;136089;527057;Ataque01
127217;0;925635;577338;171131;426953;105889;144458;353312;148725;387877;175039;175331;563845;179396;165888;175473;171764;108903;855178;165579;147994;130985;89067;139948;61857;Ataque01
127166;135525;926274;102167;170957;688199;104026;149657;100255;146127;386353;158858;175698;48246;179028;245449;175463;171.74;108915;854841;165601;265999;122369;890884;148542;617709;Ataque01
127191;131587;950101;108495;173684;660127;101521;151824;121864;147.84;389684;159272;176494;491861;178229;245806;175499;167638;113255;855157;161.23;192382;137535;841171;138348;795307;Ataque01
127151;126639;950704;113.46;175349;40191;94738;144449;354139;150.23;498842;174957;176.65;511692;178127;2.14;175296;169299;113412;852802;161308;335576;129.1;864983;144401;789168;Ataque01
127206;125161;978267;117815;172367;369113;97101;138584;340036;146434;483521;176192;179123;275628;177291;294932;177529;169464;107038;874281;165534;335847;139005;859438;135051;626947;Ataque01
127332;111788;998496;133357;158939;345112;835315;140862;341862;154508;597248;175848;177188;408285;179113;177273;177523;174031;107033;874476;165519;335074;131542;865863;141872;582959;Ataque01
127333;117484;998038;127.63;170558;682842;955188;143.78;537922;159.64;480449;150318;138922;296308;133168;286323;179664;169523;119089;873791;153532;335286;133415;81569;145016;669506;Ataque01
127603;136935;996117;128.61;170247;350518;951511;143184;337841;156363;483075;176497;139684;472147;133886;39292;177605;176159;127745;852727;146982;334796;131516;864456;142039;662893;Ataque01
127591;136176;996216;128535;171721;530725;115813;138084;181709;161085;302668;165473;139367;352007;133576;234185;179703;174124;119144;873779;153478;334343;131561;818765;146563;626223;Ataque01
127186;137901;950268;102233;158661;66579;123346;135221;120556;153004;238678;158628;140.63;336694;133346;393904;179588;171.45;107014;874516;165534;193435;137206;888286;133965;61819;Ataque01
127255;121351;949515;118766;175.54;403319;950621;141729;335565;146619;496844;175108;177357;457271;177.4;275974;175279;169.93;113399;852552;161346;192696;128533;822489;149218;589768;Ataque01
127431;876905;947941;152.48;173.94;399355;101296;148803;355191;151935;39116;174759;176029;579695;178693;152507;175317;169379;109.08;852186;165701;26631;129084;816768;149239;587717;Ataque01
127327;115.42;924434;122322;156416;430723;120885;144414;349208;154121;23883;175605;176556;521999;178318;19553;175319;167598;109168;851627;165669;193324;119005;75609;165386;455681;Ataque01
127385;109232;924042;128508;156451;429568;120827;144394;350053;154092;239169;175491;176496;530208;178373;188493;175323;167606;121104;85069;153827;335161;116299;754834;168217;710243;Ataque01
127413;112.5;923402;125242;155862;691658;119106;147495;951262;163838;231853;158158;177219;4516;177761;260589;175348;165.38;172091;850761;102833;335403;122491;732361;164273;629525;Ataque01
127424;111356;923435;126393;137965;692278;139398;145133;945185;163803;528962;158097;176925;477004;178053;23418;175336;167624;121095;850834;153821;334678;122685;75507;161808;452945;Ataque01
127552;113888;945943;126266;166386;400846;113.3;144306;354897;156487;314737;174997;175609;600315;179227;124203;175327;174307;121043;851709;153786;26542;116436;822096;161354;45.78;Ataque01
143385;102299;776062;137962;173908;398234;103643;146558;381741;152925;390044;174727;175241;642494;179474;0.97407;175521;169898;113348;854939;161158;265692;120762;82065;157172;589177;Ataque01
143338;101.36;776403;138917;163914;134032;831597;138112;620146;152198;611656;148324;174226;498632;179503;404445;175519;174249;109014;855407;165445;264276;121678;848221;153.5;586191;Ataque01
143271;112878;776807;127382;163745;129687;82908;138146;623815;166812;612099;148014;173738;933571;178863;839239;175518;172036;109.06;854954;165445;264151;114125;778206;168054;631394;Ataque01
143291;108759;776549;131502;163591;464322;827246;138143;774086;157.81;613589;130407;173885;934301;179008;839754;175507;174437;108989;855231;165488;264395;111672;846947;163633;584374;Ataque01
143385;111506;775571;128728;174962;139478;901459;148777;616078;150538;502078;148778;174587;492214;179916;417618;175305;174478;121003;851438;153853;264671;120856;874711;151673;577378;Ataque01
127741;869992;918408;150523;156208;427117;122595;136102;380739;149255;257105;173209;176.05;559528;177001;347445;177.55;169455;119;874263;153574;335579;139076;858599;135064;627668;Ataque01
135421;993454;919438;138475;171213;682691;103899;146456;122506;150886;386342;159152;177489;47235;177357;25632;177.55;169.48;119.02;874515;153528;334843;133463;773204;149216;708805;Ataque01
